loc,popgroup1,popgroup2,popgroup3,popgroup4,popgroup5,popgroup6,popgroup7,popgroup8,popgroup9,popgroup10,popgroup11,popgroup12,popgroup13,popgroup14,popgroup15,popgroup16,popgroup17,popgroup18,popgroup19,popgroup20,popgroup21
loc57,2.878370659625439e-7,4.128567318821621e-6,2.812843899480109e-5,1.2103738645513711e-4,3.6891908530154035e-4,8.466496967773922e-4,0.0015179812999918843,0.00217730401217486,0.002537435980723016,0.002426366974566645,0.0019141317497247355,0.0012479632530055876,6.712521914376647e-4,2.962477134004234e-4,1.0623011874188081e-4,3.04740596938508e-5,6.829721448873427e-6,1.1524888088696064e-6,1.3775523824260537e-7,1.0399373407624396e-8,3.7290639622250685e-10
loc58,1.803128801710251e-7,2.7752877566188317e-6,2.029003978666493e-5,9.3688313804033e-5,3.064260100182261e-4,7.546175098364839e-4,0.001451838003747277,0.002234598123313221,0.002794499708203773,0.00286743828050323,0.002427381499233996,0.0016982304589559418,9.801875071654565e-4,4.6420206839216903e-4,1.7861928606874796e-4,5.4984415672624936e-5,1.3223332225727872e-5,2.3944361074227407e-6,3.0711658935260364e-7,2.4878886822096222e-8,9.573091773890426e-10
loc59,1.7370843591452136e-7,2.7234127421679877e-6,2.0281479361946717e-5,9.539232628550568e-5,3.1780807623385526e-4,7.972186818193076e-4,0.0015623561292019362,0.002449472627896204,0.003120243704151817,0.0032612929505769,0.0028121925696532684,0.0020040794316958936,0.0011782535413140086,5.683919885685581e-4,2.2278221205323872e-4,6.985589523501573e-5,1.7112586008435372e-5,3.156379931318927e-6,4.123828375030339e-7,3.4028243887809345e-8,1.3337428391109182e-9
loc60,1.9200220641562872e-7,3.01511715684072e-6,2.2490327213496414e-5,1.0595342529176565e-4,3.535671502544437e-4,8.883617751931696e-4,0.0017438047196630996,0.002738393285468026,0.0034939538426171516,0.003657833026244865,0.0031592539617635814,0.0022550689771076754,0.0013279724663719749,6.416581017348006e-4,2.519078279728785e-4,7.91169672726931e-5,1.9412775401321327e-5,3.5864656586727754e-6,4.6933549800273594e-7,3.879071410469393e-8,1.5228802549537588e-9
loc61,1.9590417865772232e-7,3.1060901349568556e-6,2.3392574351785583e-5,1.1126783245232473e-4,3.7488573651577e-4,9.510191326441285e-4,0.001884818873122533,0.002988408592455328,0.0038497603986163984,0.0040692352346338,0.003548508422915752,0.0025573696937287826,0.0015205305021225044,7.41791974314044e-4,2.940305752273712e-4,9.323797739762266e-5,2.3098470558921518e-5,4.308584883465784e-6,5.692771628563817e-7,4.750513052161742e-8,1.8830024234812076e-9
loc62,1.716011932575179e-7,2.7912319132943284e-6,2.1565778983237982e-5,1.0523544048332927e-4,3.637446179190792e-4,9.466559681096426e-4,0.0019247654248045391,0.003130786317585568,0.004137637271301935,0.004486800656046935,0.0040139788763151295,0.0029677548289768394,0.0018102347874649552,9.059978436334548e-4,3.684196546830769e-4,1.1985286094054858e-4,3.046099250593274e-5,5.829089755021169e-6,7.901237476272295e-7,6.764210784206344e-8,2.7506337005467184e-9
loc63,1.5687516348983613e-7,2.601840618849079e-6,2.0497495373176175e-5,1.019878765896355e-4,3.5944627073573014e-4,9.538508318988483e-4,0.00197750219310385,0.003279770624885503,0.004419705578009818,0.004886845157812317,0.004457771116041075,0.0033606368335497732,0.0020901591170206196,0.0010666513462125867,4.4227153887648016e-4,1.467051926909095e-4,3.801824019334224e-5,7.418217839525668e-6,1.0252855447275886e-6,8.949890697690375e-8,3.7109426109090784e-9
loc64,1.5009895464664734e-7,2.522607766464799e-6,2.0137956525042838e-5,1.015333497499576e-4,3.6260994397293276e-4,9.750609261916465e-4,0.0020483955659267,0.003442594637359916,0.004700903308366511,0.005266985468798233,0.004868519014272464,0.0037191718882135976,0.0023439566698128414,0.0012120995191670114,5.092726441661554e-4,1.7117975677391665e-4,4.49515314034828e-5,8.887868633835548e-6,1.2447680762675052e-6,1.10104964598082e-7,4.6261421252952255e-9
loc65,1.1340184271326962e-7,1.9789245351335766e-6,1.640332780734708e-5,8.587412800127131e-5,3.184420388452317e-4,8.891181992971951e-4,0.0019394502076917274,0.003384447297188362,0.004798662947308253,0.005582620537760446,0.0053580889591418445,0.004250072713658652,0.002781229002080629,0.0014933531069979244,6.514958294214612e-4,2.2737921193029476e-4,6.199831756784021e-5,1.2728291122706838e-5,1.8509640136341487e-6,1.7000179058592834e-7,7.416561899654348e-9
loc66,1.1645336071728834e-7,2.0388541464387126e-6,1.695562882257612e-5,8.905725154891001e-5,3.313312163162376e-4,9.281463687368256e-4,0.002031237077171115,0.0035562701769031543,0.005058855212929985,0.005904663099221409,0.005685804791687038,0.004524841768868846,0.0029707684085757695,0.001600366929499647,7.004767251747788e-4,2.4527757152042155e-4,6.709837400818941e-5,1.3820609709506609e-5,2.016415787901164e-6,1.858063793356809e-7,8.132700177348269e-9
loc67,8.843808166772746e-8,1.6023409135110037e-6,1.3789995989057048e-5,7.495506806707031e-5,2.8858619069383433e-4,8.365870479377675e-4,0.0018946838699821804,0.003432830547419791,0.005053489225893965,0.006104016422141104,0.0060826662971703764,0.005009413924714936,0.003403563006844772,0.0018974312195821827,8.594520641946172e-4,3.114348886115799e-4,8.816635720344501e-5,1.8793149988071274e-5,2.8374874028413305e-6,2.7058016014716496e-7,1.2256079417719269e-8
loc68,8.356863685374537e-8,1.5292397525863769e-6,1.3292340245623704e-5,7.297178417814693e-5,2.8375672314430087e-4,8.308036649784594e-4,0.0019003809905727928,0.0034775464399753927,0.005170452692390978,0.00630767880850598,0.006348403478888291,0.0052804884979887334,0.0036235781276107853,0.0020402647647467377,9.33380662147344e-4,3.416025118009659e-4,9.767273351148889e-5,2.1027453311637783e-5,3.2065476066983565e-6,3.088277746631845e-7,1.4128258144986137e-8
loc69,7.064780973138723e-8,1.319518655171523e-6,1.1706470544291481e-5,6.559399220502301e-5,2.603393587294844e-4,7.779947133819252e-4,0.0018163665332220971,0.003392503652028964,0.005148260642910306,0.006410414312757212,0.006585149232329327,0.005590617414998193,0.003915686134360531,0.0022503047905378165,0.0010507470657003576,3.9250483782298537e-4,1.1454651286291111e-4,2.5169800847685502e-5,3.917557375068156e-6,3.851045033519888e-7,1.7981894212134165e-8
loc70,5.7665204825952805e-8,1.1019432454097258e-6,1.0002261968726593e-5,5.734094788281937e-5,2.3284621912052187e-4,7.119255201565165e-4,0.0017005521799044357,0.003249640738758122,0.0050454988137540084,0.006427739054911848,0.006755637148791937,0.005867985371940609,0.004204996885224929,0.0024724510699986276,0.0011811718888427708,4.514279931916056e-4,1.3478882905530257e-4,3.0302632784510556e-5,4.8255242793013916e-6,4.853290555357794e-7,2.318577884891339e-8
loc71,2.329438169448353e-8,4.878336375808364e-7,4.852727537969447e-6,3.048791452915378e-5,1.356773048944343e-4,4.546191716227629e-4,0.0011900859138238011,0.002492291695004995,0.004240751217564877,0.005920686855377245,0.006819544016812625,0.006491621823034938,0.005098061083888243,0.003285051854702683,0.0017198984039795229,7.203662288074363e-4,2.3571863969077132e-4,5.807584746961039e-5,1.0135259329291084e-5,1.1171251260407126e-6,5.8487409219199005e-8
loc72,1.5642481864492076e-8,3.4046624809140536e-7,3.5199466343937313e-6,2.2984006652059155e-5,1.0630484970215936e-4,3.70204305383763e-4,0.0010072096612703007,0.0021922409588502356,0.0038768594988201994,0.005625449206740289,0.006734235532517329,0.006662450967534604,0.005437931070480869,0.0036418222258411785,0.001981650930122881,8.626319826360774e-4,2.9336884201384993e-4,7.512136411798491e-5,1.362544278156615e-5,1.5608653081668933e-6,8.49324870329451e-8
loc73,1.1556312328578431e-8,2.586574671974744e-7,2.7499473561727633e-6,1.846508811418232e-5,8.782457736699742e-5,3.1451531725405535e-4,8.79949124801728e-4,0.001969533233547067,0.003581726604504369,0.005344498056551876,0.006579234450353175,0.006693579588369586,0.005618177408973792,0.003869170232358767,0.0021650283931467897,9.691686147960904e-4,3.3894178899649714e-4,8.92507637960003e-5,1.6647017846561128e-5,1.9610496707702675e-6,1.0973226719467617e-7
loc74,5.697539385948729e-9,1.3597747798404527e-7,1.5414883165420733e-6,1.1036748292194236e-5,5.5973146117062325e-5,2.137368215507503e-4,6.376303869542614e-4,0.00152176871506776,0.0029508808025787273,0.0046950481858392245,0.0061628612361005,0.006685584068395345,0.005983430733577127,0.004393863416523956,0.002621598665288572,0.0012513415025139692,4.666330774634757e-4,1.310195914395685e-4,2.6057613652175333e-5,3.2731106375719437e-6,1.952901504978687e-7
loc75,4.3983098333527844e-09,1.0720398746589064e-7,1.2411654244279105e-6,9.075614564108898e-6,4.7006736156259754e-5,1.8331803786971268e-4,5.585220624133341e-4,0.001361336387089848,0.0026959630923634537,0.004380743278104773,0.005872670205126907,0.006506359435531143,0.005946952083326381,0.0044600137553305885,0.0027176988254581716,0.0013248186774436155,5.045469533768686e-4,1.4467976086311794e-4,2.9386756613722524e-5,3.7698422289291873e-6,2.2971444394041124e-7
loc76,3.847687590606246e-9,9.46016622166452e-8,1.1048195272144105e-6,8.14913591054489e-6,4.257645123993927e-5,1.6748981672702064e-4,5.147512204934803e-4,0.0012655996605758057,0.002528242246211016,0.004144063386050912,0.005603869895382606,0.0062627392127828875,0.005774236397905645,0.004368276936855031,0.002685029966167353,0.0013203166417204478,5.072208388877306e-4,1.467158813756961e-4,3.0060406250251548e-5,3.889915875603057e-6,2.3909978334349756e-7
loc77,2.389611615822535e-9,6.106100271838206e-8,7.411295891919175e-7,5.6813561953762384e-6,3.0849459826861106e-5,1.261258649983719e-4,4.028568771662601e-4,0.0010294076539003065,0.002137210867186847,0.0036407656571179393,0.005116724413199784,0.0059430031001856485,0.005694739147979917,0.0044774122776701664,0.0028602480989785304,0.0014617406091479758,5.836156773196988e-4,1.7544647016054093e-4,3.735940923226779e-5,5.0243861554385975e-6,3.209664435258407e-7
loc78,1.3158177294839217e-9,3.5261585076523966e-8,4.4885031814656363e-7,3.6085181082392426e-6,2.0549152745342063e-5,8.810894476268402e-5,2.9514546184245026e-4,7.909375728498048e-4,0.0017221527656067295,0.0030767096332828263,0.00453477034336457,0.005523809770430871,0.005551062006978457,0.004577188672825172,0.0030665137765971072,0.00164354277950369,6.881880636821068e-4,2.1696731118716673e-4,4.8452831085069866e-5,6.833947747037864e-6,4.5784424485830793e-7
loc79,6.684363376839463e-10,1.8882636018557166e-8,2.5337210648398686e-7,2.1472500794478276e-6,1.2889739267014495e-5,5.825949098972434e-5,2.057213045144028e-4,5.811414334337006e-4,0.0013338524186451374,0.0025119968603160296,0.0039028723971830785,0.005011459699991193,0.00530882098087016,0.0046144217996556556,0.0032588162240287854,0.001841163836870869,8.126715062027934e-4,2.7008388857194574e-4,6.357992370735885e-5,9.452985074590766e-6,6.675926576299803e-7
loc80,4.060665163595456e-10,1.1888946016615632e-8,1.6534198229460098e-7,1.4522807145518362e-6,9.03557260483532e-6,4.2327423946664575e-5,1.549094908254892e-4,4.535489875887557e-4,0.0010789311873363446,0.0021059529453259975,0.0033912322069149293,0.0045131630380611945,0.004955168940491838,0.004463970133220192,0.0032674388182407743,0.0019133024840818406,8.75285707139096e-4,3.014928981002904e-4,7.35600500061418e-5,1.1335341019380197e-5,8.296993967117311e-7
loc81,2.7880907879548847e-10,8.363887592306253e-9,1.1917991544788427e-7,1.0725698966185837e-6,6.837318547534807e-6,3.281761928925951e-5,1.2306041107425946e-4,3.691642502226707e-4,8.997964657592975e-4,0.0017995101470100728,0.0029690551544111466,0.004048525326189521,0.00455438147259348,0.004203851042641864,0.003152743243455034,0.001891558926960423,8.866274586800882e-4,3.1291294313781843e-4,7.822463714504097e-5,1.2350690316500755e-5,9.262591621914996e-7
loc82,1.6289023845562717e-10,5.068533190867362e-9,7.491402647257527e-8,6.993130464497391e-7,4.623999736404142e-6,2.3021044217979483e-5,8.954106751080696e-5,2.786182136677587e-4,7.044012351612894e-4,0.0014612216070375677,0.002500725431177385,0.003536963398103161,0.004127138744194704,0.0039514177260798495,0.00307383242935597,0.0019129226943331305,9.300465396703406e-4,3.404654064323188e-4,8.828338585568679e-5,1.44581463229203e-5,1.1247081963125267e-6
loc83,1.1920456262755822e-10,3.7727081418899645e-9,5.671620317896592e-8,5.385037538678173e-7,3.621662699171473e-6,1.8339534730774974e-5,7.255354836274629e-5,2.296249041124039e-4,5.90476595494259e-4,0.0012458672220329108,0.0021686765336572126,0.003119840776724061,0.003702746912629322,0.003605794718104858,0.00285299714858253,0.0018058915420671746,8.930422803705213e-4,3.3251667237253757e-4,8.769856969132619e-5,1.4608285234690017e-5,1.1558449489924353e-6
loc84,7.583994530288858e-11,2.4669824057462674e-9,3.811778909951503e-8,3.7197778035924586e-7,2.571248042302703e-6,1.3382338092859703e-5,5.441392476448601e-5,1.7700196708405984e-4,4.678100026026846e-4,0.0010144865312897127,0.0018150016161794695,0.0026836283820145467,0.003273570399914484,0.0032764712775884457,0.002664491964775916,0.001733454519541726,8.810499252306415e-4,3.371705497207331e-4,9.13979445544644e-5,1.5647712896633308e-5,1.272503304557797e-6
loc85,3.941926592419816e-11,1.3379098552400384e-9,2.1569435678749112e-8,2.1962327219936563e-7,1.584001587881782e-6,8.601890615490017e-6,3.649406565019308e-5,1.2386270760358746e-4,3.415719973922303e-4,7.728751087752695e-4,0.0014427475001404428,0.002225799138620387,0.0028329281382402875,0.002958492805270876,0.00251031861453237,0.0017040297100579204,9.036817440567825e-4,3.608401905627226e-4,1.0205915724240668e-4,1.8231260525818328e-5,1.5469455454755013e-6
loc86,1.858790124149673e-11,6.623590017729778e-10,1.1211149377578917e-8,1.1984901814331362e-7,9.075206197446954e-7,5.174156621323522e-6,2.304690810833655e-5,8.212507076652669e-5,2.3777282243549628e-4,5.648511802416457e-4,0.0011070310868821877,0.001793082295140706,0.0023960428284961173,0.002627086073924229,0.0023403316045324876,0.0016679018090921005,9.286532700193269e-4,3.893119666020572e-4,1.1560579209858188e-4,2.168148774181797e-5,1.931488712878919e-6
loc87,1.0635319509926073e-11,3.913903183537855e-10,6.841687365396136e-9,7.553426655927753e-8,5.906939024378591e-7,3.4780995427023403e-6,1.5999689595760514e-5,5.88804464087981e-5,1.7605728509271257e-4,4.3193886055250917e-4,8.742678430185368e-4,0.0014624511241492087,0.0020182370068550573,0.0022853269498403317,0.002102557524495829,0.0015475240929085936,8.898503631260725e-4,3.8526325816439584e-4,1.1815058707783952e-4,2.288452064538498e-5,2.105432707595564e-6
loc88,6.776419314903998e-12,2.551580893001952e-10,4.56364675312573e-9,5.155162328314817e-8,4.1248707920394505e-7,2.485074434734871e-6,1.1696568922858481e-5,4.4042052875337554e-5,1.347410704662009e-4,3.382344223672149e-4,7.004700375658184e-4,0.001198880653709308,0.0016928414699041315,0.0019612908318879904,0.0018462524158070776,0.0013903692109108426,8.180111768651142e-4,3.6236761839874605e-4,1.1370438284853495e-4,2.2533708612374856e-5,2.1212006545017007e-6
loc89,4.9555068602228634e-12,1.8875453478227315e-10,3.4150755548854623e-9,3.902391919480016e-8,3.1586327254951017e-7,1.9249897698564e-6,9.165322506826745e-6,3.491057998107128e-5,1.0804128631446757e-4,2.743517909911447e-4,5.747510875222213e-4,9.950993290796482e-4,0.0014213695709181214,0.0016658387693643212,0.001586288904458781,0.001208430268131774,7.192020775820166e-4,3.22285910811914e-4,1.0229852848232548e-4,2.050808450099213e-5,1.9528748816454126e-6
loc90,3.9252339595064835e-12,1.5021065418434435e-10,2.730420507426137e-9,3.13462780702932e-8,2.5490602828989167e-7,1.560756955023245e-6,7.465871004612726e-6,2.857035731444146e-5,8.88329800653611e-5,2.266303985345175e-4,4.7699743315210327e-4,8.297142541772619e-4,0.001190679863211047,0.0014019962045350512,0.0013412879921280822,0.0010265668178031102,6.13821983514696e-4,2.7634951234426083e-4,8.812774274728594e-5,1.7749831537260786e-5,1.6981241337325686e-6
loc91,2.7337741811515834e-12,1.060583899464178e-10,1.9544341020924624e-9,2.2747028875331144e-8,1.8752794981507253e-7,1.1640412768233124e-6,5.644958922642598e-6,2.1899952775065768e-5,6.903175908356187e-5,1.785418677238724e-4,3.809650679144252e-4,6.718075294023043e-4,9.773689257173105e-4,0.0011666955956958396,0.0011315661813821965,8.779956160435883e-4,5.322243812899862e-4,2.4291718089624622e-4,7.85343002902001e-5,1.603570913211288e-5,1.555287104478896e-6
loc92,1.6519344723697324e-12,6.56181887310461e-11,1.238081602552355e-9,1.4753733931862551e-8,1.2453525196490413e-7,7.914868589554995e-7,3.929932978408435e-6,1.561049110547584e-5,5.0381530687178166e-5,1.334171076187949e-4,2.914779007133937e-4,5.262769806563796e-4,7.839296023643828e-4,9.581315157878651e-4,9.514731922438431e-4,7.558889114000314e-4,4.691475176297376e-4,2.1924107316698604e-4,7.257250190252736e-5,1.517224743466945e-5,1.50668112490881e-6
loc93,1.133029033608185e-12,4.560561033843559e-11,8.719450477503992e-10,1.052901158876691e-8,9.005830558936783e-8,5.799906439281963e-7,2.918154182542633e-6,1.1745877520252213e-5,3.841369387924219e-5,1.0307943884648841e-4,2.281980708677728e-4,4.1750965337884803e-4,6.301951009110974e-4,7.804927895276708e-4,7.853913927916744e-4,6.322565929092445e-4,3.9764051376376075e-4,1.8829939909197364e-4,6.316040724483738e-5,1.3380383287368702e-5,1.3464362524748707e-6
loc94,6.801157038908599e-13,2.7994861252394744e-11,5.473529279315566e-10,6.759027553344731e-9,5.912057751840187e-8,3.8936254059610864e-7,2.003363221601397e-6,8.246225621027792e-6,2.757871960560533e-5,7.56795179075895e-5,1.7133124191116855e-4,3.205600511036071e-4,4.94807396504373e-4,6.2668361291842e-4,6.448873585933213e-4,5.308959056219767e-4,3.414482715111444e-4,1.6534897589336216e-4,5.671733025080276e-5,1.2287334902559814e-5,1.2644254271405136e-6
loc95,4.118898403470292e-13,1.7311355077879103e-11,3.456007359406103e-10,4.357585307277925e-9,3.891838561856003e-8,2.617126916975957e-7,1.3749432768684602e-6,5.7787614420783964e-6,1.9733681779887038e-5,5.529257887621514e-5,1.2781432188524835e-4,2.441781640549197e-4,3.848469741925933e-4,4.976851701066631e-4,5.229313673682853e-4,4.395665877189916e-4,2.886653684045374e-4,1.4273344334087638e-4,4.9991305868749514e-5,1.1058363591529834e-5,1.161932390417622e-6
loc96,1.4908066342455918e-13,6.6367143868521815e-12,1.4033905537719982e-10,1.8742676745541e-9,1.7730556249833105e-8,1.26291509626619e-7,7.027744742533313e-7,3.1285837860184774e-6,1.1316261407596525e-5,3.3584858543008715e-5,8.223146437234969e-5,1.663976370288547e-4,2.777859229627151e-4,3.8050352464174213e-4,4.234776593806384e-4,3.770442403409594e-4,2.622673018155276e-4,1.373589726272636e-4,5.095743968722375e-5,1.1939490916518266e-5,1.3287939112480122e-6
loc97,1.1218646243631626e-13,5.010611327420397e-12,1.0630032386612165e-10,1.4243151855538612e-9,1.3518088993165267e-8,9.660187279395568e-8,5.393191250082693e-7,2.4087741588205286e-6,8.741172993524867e-6,2.602727605757819e-5,6.393544173880656e-5,1.2979837383836937e-4,2.1739561578267518e-4,2.98756719926276e-4,3.3358610577798487e-4,2.979807516847322e-4,2.0794979644272915e-4,1.092672054723366e-4,4.066856534837045e-5,9.559947635822683e-6,1.0674456809080344e-6
loc98,7.633505545662921e-14,3.443084167558515e-12,7.376746560462096e-11,9.981819940452903e-10,9.5673636102000508e-09,6.904557907137932e-8,3.892866434669133e-7,1.755873066109788e-6,6.434874787704746e-6,1.9349620668366658e-5,4.8001936587512796e-5,9.841463632567253e-5,1.664617950569938e-4,2.3102279111099672e-4,2.605064310431343e-4,2.3500227068843857e-4,1.6562111288260367e-4,8.78861392392888e-5,3.303412095012313e-5,7.84210706975039e-6,8.842934131192576e-7
loc99,2.0604501758376277e-14,1.0017456840481587e-12,2.3133772073525317e-11,3.3741397781171967e-10,3.4859196060401293e-9,2.7116442503599715e-8,1.6479274507134152e-7,8.011861828716883e-7,3.164843092571376e-6,1.025784865155874e-5,2.7429275670679268e-5,6.061596468288095e-5,1.105130720659257e-4,1.6532009777603997e-4,2.0093751401467757e-4,1.9538282438277376e-4,1.4842319362852913e-4,8.489423694798936e-5,3.439476336307502e-5,8.801041880852511e-6,1.0697183827421327e-6
loc100,1.4063336032699253e-14,6.892289358062745e-13,1.604472433161358e-11,2.3590039199811175e-10,2.4567600708650103e-9,1.92645059492176e-8,1.180165831860631e-7,5.783865495903308e-7,2.30312072057211e-6,7.524897551962608e-6,2.028329136025942e-5,4.5184647273834066e-5,8.30419066720256e-5,1.252244403019747e-4,1.5342787004020105e-4,1.5038668968010786e-4,1.1516077364956985e-4,6.639888646667412e-5,2.7117815284450432e-5,6.994815202802652e-6,8.570208781151992e-7
loc101,5.1229231316202014e-15,2.6424553194234907e-13,6.4742740023254e-12,1.0018487104318087e-10,1.0981227554090324e-9,9.062764337806084e-9,5.8433313407786696e-8,3.014049125447488e-7,1.263174964015929e-6,4.3437224116885706e-6,1.2322946594905172e-5,2.889227226514418e-5,5.588596825660086e-5,8.869706148776726e-5,1.143770928842031e-4,1.1799371169423349e-4,9.509741286683241e-5,5.7708473908148845e-5,2.4805509786846292e-5,6.734174549547285e-6,8.68388754973845e-7
loc102,1.1388916792482273e-15,6.385550588674861e-14,1.7006223774533798e-12,2.8605205625778263e-11,3.4081597115081426e-10,3.0574252703624016e-9,2.142800769678924e-8,1.2014279290606691e-7,5.473145870282793e-7,2.0457930267174236e-6,6.308706356584358e-6,1.6078056940273315e-5,3.380498596697553e-5,5.831943782236717e-5,8.174651885322949e-5,9.166745900363907e-5,8.030658329231451e-5,5.29722174389552e-5,2.475043503654471e-5,7.3037376645397475e-6,1.0237669480146348e-6
loc103,2.365251369979022e-16,1.4445231121959147e-14,4.190494709664475e-13,7.677746056689128e-12,9.964141130878324e-11,9.736593642045448e-10,7.4330020101199155e-9,4.539535768966537e-8,2.252589234855156e-7,9.171448620168809e-7,3.080688724999128e-6,8.55209133607198e-6,1.9586227307643274e-5,3.6805660990975195e-5,5.619553658855143e-5,6.864027429366491e-5,6.55007433242346e-5,4.706244597672907e-5,2.3951925995664016e-5,7.69899490810827e-6,1.1754962101067965e-6
loc104,1.582284685144697e-16,9.724429367071427e-15,2.83881595495528e-13,5.234051526742818e-12,6.835596673166502e-11,6.721650297605419e-10,5.163752623255117e-9,3.1735469682108545e-8,1.584702713137885e-7,6.492860080277544e-7,2.1947155217102755e-6,6.131052795210938e-6,1.4130119190757938e-5,2.6720339131982196e-5,4.105456701197131e-5,5.0462756904849465e-5,4.845855961833727e-5,3.503733591594094e-5,1.7944416151518088e-5,5.804371929203024e-6,8.918149397462156e-7
loc105,8.308845918600556e-17,5.218109933334415e-15,1.556608340433732e-13,2.932737057505757e-12,3.913853633620893e-11,3.9327567218440223e-10,3.087305553124613e-9,1.9388853676939194e-8,9.893455890745779e-8,4.142182999040086e-7,1.4307524240552064e-6,4.084268911189403e-6,9.618738443645919e-6,1.8586913313889074e-5,2.9182319043883925e-5,3.665407936852722e-5,3.59678816867117e-5,2.657470512881412e-5,1.3907841330252723e-5,4.597043839757246e-6,7.217572801088601e-7
loc106,7.50346088798351e-18,5.392522775751588e-16,1.8408396608617162e-14,3.968876474161776e-13,6.0611758145618755e-12,6.969589977916065e-11,6.261056273670832e-10,4.499642106498091e-9,2.6274333417217154e-8,1.2588408067974475e-7,4.975810899360554e-7,1.625442276401311e-6,4.380595814559741e-6,9.686796760148095e-6,1.740405958430108e-5,2.5015599894491575e-5,2.809061923931802e-5,2.375049974693138e-5,1.4224004177627385e-5,5.380202663903101e-6,9.666494513791522e-7
loc107,3.703206138432111e-18,2.7248585154478975e-16,9.523654596952763e-15,2.102281943533282e-13,3.287123066699052e-12,3.869920256035175e-11,3.5594106733369654e-10,2.6190522808230255e-9,1.565790330718839e-8,7.68083467239668e-8,3.1084019736554037e-7,1.0396342165445488e-6,2.868652232017486e-6,6.49472265596649e-6,1.1947215246081009e-5,1.7581776429521733e-5,2.021384115792465e-5,1.7498305411137777e-5,1.0729532897322115e-5,4.155212933865286e-6,7.643624823391454e-7
loc108,2.1879719088236373e-18,1.6284385489832275e-16,5.756978625420995e-15,1.2854213367412546e-13,2.0329845195845708e-12,2.4209381100930805e-11,2.2522849398108698e-10,1.6763047114504798e-9,1.0136918809513416e-8,5.029726171149343e-8,2.058906686687386e-7,6.965360777173468e-7,1.9440369557618166e-6,4.451955230101083e-6,8.283624992861415e-6,1.2330482132148531e-5,1.433935831065982e-5,1.2555685363553868e-5,7.787334156523524e-6,3.0504565445566533e-6,5.675896716408228e-7
loc109,1.516726890405344e-18,1.1295914988574296e-16,3.996032885829767e-15,8.928208774188089e-14,1.4129841825633604e-12,1.6837255864483497e-11,1.5674559811098402e-10,1.1673722951016635e-9,7.0639364012946245e-9,3.5072728245049754e-8,1.436634423433765e-7,4.863373413866761e-7,1.358260005185807e-6,3.1125302473607746e-6,5.795189182700695e-6,8.632004188044344e-6,1.0044901840311208e-5,8.801177912199087e-6,5.462275274277679e-6,2.1410855015545647e-6,3.9864658498877214e-7
loc110,5.897613350337583e-19,4.5558463005387856e-17,1.6716888313216972e-15,3.874087834560914e-14,6.359473539762824e-13,7.860205755358788e-12,7.589911203227473e-11,5.863129171508384e-10,3.6799811939274698e-9,1.8951653505110468e-8,8.051977717049596e-8,2.8273049325299755e-7,8.190241089192738e-7,1.946731661419691e-6,3.759575997514708e-6,5.8084684032029036e-6,7.010910524989514e-6,6.371596516860697e-6,4.1016612279558726e-6,1.6676271374452128e-6,3.220562485828674e-7
loc111,3.629313568075752e-19,2.8230227764481513e-17,1.043032597558358e-15,2.43393528080817e-14,4.023072417451936e-13,5.006886223628708e-12,4.86819118245904e-11,3.786670490274656e-10,2.3931547062152622e-9,1.2409932101461075e-8,5.309113190609707e-8,1.8771077103029262e-7,5.475330652031339e-7,1.3104392119539044e-6,2.5482778444919782e-6,3.9643013813949225e-6,4.818108542800608e-6,4.4090755814051665e-6,2.857960271715012e-6,1.170017819725075e-6,2.2752146459511535e-7
loc112,1.7548968297516795e-19,1.3945339823959463e-17,5.263810228991223e-16,1.2548707337257628e-14,2.119021862457533e-13,2.6942192352630833e-12,2.676211655225067e-11,2.126659547173232e-10,1.3730895188584099e-9,7.274197785521448e-9,3.179254591512321e-8,1.1483655053850921e-7,3.422070234388243e-7,8.367256259249647e-7,1.6622662647623987e-6,2.64184965714429e-6,3.2802401300833333e-6,3.066650082663353e-6,2.030768836800374e-6,8.493455225571747e-7,1.6873373606946195e-7
loc113,3.7794270316149775e-20,3.223806760241262e-18,1.3061878749633294e-16,3.3424886361565023e-15,6.058594838227673e-14,8.26865610417991e-13,8.816332880547334e-12,7.520228146513677e-11,5.211916180487484e-10,2.9638020923833882e-9,1.3904485594865297e-8,5.391073866180169e-8,1.7244459506728136e-7,4.525944901127695e-7,9.651444284201536e-7,1.6465136683009426e-6,2.1944637086754135e-6,2.202178478363275e-6,1.565360261934482e-6,7.027546702079432e-7,1.498603649214644e-7
loc114,1.969461408641406e-20,1.705629342673384e-18,7.016417965167181e-17,1.8229463612752816e-15,3.354826060221346e-14,4.648653478781186e-13,5.032390925851826e-12,4.358244131758416e-11,3.066705748002535e-10,1.7705901001453603e-9,8.433695265478737e-9,3.3199566063295047e-8,1.0782038009183761e-7,2.8731260578056825e-7,6.22059422932964e-7,1.0774547802618233e-6,1.4579957626318058e-6,1.4855063738428994e-6,1.0720880544792438e-6,4.886681563711656e-7,1.0580135547206889e-7
